0.125 1.229   1.56863 0.25 1.229   1.62465 0.5 1.229 1.56863 
0.25  1.11696 0.00    0.5  1.11696 0.00 0 0 0 
0.375 1.11696 0.00 0 0 0 0 0 0
0.5   1.11696 0.00 0 0 0 0 0 0
